chips bag ,0
shavingblade handle ,0
small plastic lids ,0
cheetos bag ,0
flavoured water container ,0
vitamin c package ,0
plastic cutlery ,0
food mesh bag ,0
used floss ,0
nonstretchy plastic bag ,0
sanitary napkin cover ,0
cigarette bud brown ,0
dirty paper towel ,0
energy bar wrapper ,0
dirty foil food wrapper ,0
surgical mask ,0
toothbrush ,0
powder spice multilayer plastic bag ,0
milk plastic bottle cap ,0
dish scrubber ,0
used floss ,0
plastic framing ,0
front of stand up pouch of food sauce ,0
old sock ,0
plastic foil nut wrapper ,0
nail polish ,0
plastic straw ,0
instant pad thai sauce packet ,0
nonstretchy plastic bag  ,0
empty shrimp bag ,0
chip bag ,0
glass bottle ,0
plastic cutlery ,0
plastic cutlery ,0
dirty plastic bag ,0
empty granola bar wrapper ,0
aluminum wrapper ,0
thin foil plastic cookie wrapper ,0
potato chip bag ,0
wipes packet ,0
babybel wax ,0
plastic cutlery ,0
plastic pen ,0
small plastic straw wrapper ,0
dirty deli food packaging ,0
medicine blister ,0
plastic bag ,0
plastic packet ,0
pop bottle caps ,0
aluminum lid ,0
old pen ,0
small plastic container ,0
pop bottle caps ,0
plastic bag ,0
empty cough candy wrapper ,0
foam food container ,0
coffee cup lid ,0
diaper ,0
dishwasher soap ,0
dirty toothbrush ,0
diaper ,0
plastic snack bar wrapper ,0
plastic food pack ,0
finish pod wrapper  ,0
foam plate ,0
green beans non stretchy salad bag ,0
plastic fork ,0
gronola bar package ,0
oxygen absorber ,0
used guacomole ,0
foam plate ,0
broken vodka bottle ,0
used lip balm ,0
small plastic lid ,0
plastic bottle lid ,0
chip bag ,0
old dish sponge ,0
kitchen sponge ,0
floss ,0
foam plate ,0
doritos bag ,0
instant noodles bag ,0
small plastic lid ,0
dirty chocolate package ,0
wafer multilayer plastic packaging ,0
lotion cream container ,0
foam plate ,0
front of clean plastic candy bag ,0
used luffa ,0
plastic fork ,0
chocolate plastic  ,0
foam plate ,0
plastic fork ,0
nonstretchy plastic package,0
cream tube ,0
tape dispenser ,0
plastic food wrapping ,0
two makeup remover flannel ,0
foam package blocs ,0
coffee mix packet ,0
tube body lotion ,0
single white floss ,0
leftover candy wrapper ,0
pop bottle caps ,0
oreo wrapper ,0
plastic bag ,0
empty plastic tofu wrapper ,0
tube body lotion ,0
non stretchy snack bag ,0
small plastic food packaging ,0
pop bottle caps ,0
empty tooth paste tube ,0
empty toothpaste tube ,0
shampoo paste ,0
pen ,0
empty canned fish ,0
coffee grounds keurig pod ,0
bean curd bag ,0
chocolate wrapper ,0
protein bar wrapper  ,0
mask used ,0
paper clip ,0
chip bag ,0
plastic cutlery ,0
empty chips bag ,0
plastic cutlery ,0
plastic cutlery ,0
silica gel bag,0
dryer lint ,0
plastic knife ,0
granole wrapper ,0
tape ,0
styrofoam pad thai container ,0
skein of yarn ,0
empty chips bag ,0
granola bar wrapper  ,0
toothbrush ,0
dirty cotton swab ,0
chocolate plastic wrap,0
plastic granola wrapper ,0
empty pasta bag ,0
dryer lint ,0
plastic lid dirty ,0
plastic packet ,0
popcorn bag ,0
plastic cutlery ,0
plastic cutlery ,0
old dishwashing sponge ,0
used piece of cleaning cloth ,0
chip bag ,0
shoe brush ,0
non stretchy plastic toast packaging ,0
old sponge ,0
dirty plastic bag ,0
dirty toothbrush min ,0
multi material whipped cream wrapper ,0
nonstretchy cereal bar wrap,0
plastic used straw ,0
opened chocolate wrapper ,0
nonstretchy plastic bag ,0
old light bulbs min ,0
plastic cutlery ,0
babybel wax ,0
foil plastic wrap,0
pen ,0
plastic wrapper ,0
clothes tag ,0
food foil wrapping ,0
plastic ties ,0
empty toothpaste tube ,0
red flavour packet ,0
wrap around label ,0
broke plastic cultery ,0
dog food plastic bag ,0
pop bottle caps ,0
japanese multilayer snack bag ,0
oreo wrapper ,0
empty toothpaste min ,0
plastic bag ,0
plastic chips packet ,0
tube body lotion ,0
piece of styrofoam ,0
pop bottle caps ,0
wax paper inserts ,0
old toothbrush ,0
plastic mesh food bag ,0
used gift card ,0
tablet case ,0
non stretchy snack plastic wrapper ,0
plastic food pack  ,0
cream tube ,0
foam plate ,0
tissue paper ,0
plastic fork ,0
plastic fork ,0
chocolate plastic  ,0
plastic bag ,0
empty glass face cream jar with metalic lid ,0
foam plate ,0
industrial mask ,0
green flavour packet ,0
dirty comb ,0
instant noodles bag ,0
doritos bag ,0
dirty spray mop pad ,0
metal mixed wrapping popcorn ,0
floss stick ,0
foam plate ,0
rubber glove ,0
lip gloss ,0
empty transparent plastic bag ,0
nonstretchy sixpack plastic,0
candy wrapper ,0
foam plate ,0
chips bag ,0
nonstretchy cereal bar wrap ,0
small plastic lid ,0
noodle bag ,0
plastic cutterly,0
used granole bar wrapper ,0
nonstretchy plastic ,0
onion snack bag ,0
lip balm ,0
plastic food bag ,0
blue gray toothbrush ,0
match striker ,0
clean small plastic food pouch ,0
empty food container ,0
foam plate ,0
wafer multilayer plastic packaging ,0
used pain patch ,0
paper straw ,0
plastic zipbag ,0
non stretchy plastic packet of peanut ,0
plastic fork ,0
hot sauce packet ,0
dirty plastic yogurt ,0
plastic fork ,0
medicine blister packaging ,0
white black pen ,0
non stretchy plastic bag ,0
cream tube ,0
plastic bread tag ,0
blister packaging ,0
chocolate candy wrapper ,0
cotton swabs ,0
plastic bag ,0
instant coffee ,0
tube body lotion ,0
unused pill ,0
empty toothpaste tube ,0
plastic pack ,0
wax paper ,0
nonstretchy wrapper,0
babybel wax ,0
babybel wax ,0
used latex glove ,0
chocolate snack wrapper ,0
empty gum packet ,0
broken porcelain cup ,0
reusable mask non stretchy bag ,0
sauce cup ,0
broken pen ,0
electrical wires ,0
nonstretchy plastic bag ,0
plastic spoon ,0
clean plastic packaging ,0
plastic cutlery ,0
dirty meat box ,0
plastic wrapping ,0
plastic spoon ,0
plastic cutlery ,0
milk jug lid tab  ,0
dryer lint ,0
plastic,0
metal ring ,0
food packaging ,0
nose mask ,0
packaging foam ,0
clean plastic marker pen ,0
toothbrush ,0
individual plastic snack packaging ,0
joints weed ,0
plastic coffee powder packets ,0
plastic chocolate milk bottle ,0
glass beverage bottle ,0
nuts pack ,0
oven mitt ,0
lays chip bag ,0
small coffee lid ,0
toothbrush ,0
dirty rag ,0
full perfume ,0
metal ring ,0
mandarin orange net bag ,0
seasoning package ,0
plastic cutlery ,0
dental floss ,0
water filter ,0
plastic cutlery ,0
plastic spoon ,0
plastic straw ,0
old mouthguard case ,0
empty plastic bag with food leftover ,0
plastic cutlery ,0
nonstretchy plastic bag ,0
empty snack package ,0
bag chips ,0
babybel wax ,0
pen ,0
unwanted ear plug ,0
fabric trivet ,0
broken pen ,0
babybel wax ,0
plastic fastener ,0
tooth paste tube ,0
pen ,0
empty toothpaste tube ,0
pop bottle caps ,0
old toothbrush ,0
plastic bag ,0
used bloody bandaid ,0
cream tube ,0
plastic food pack  ,0
medicine blister packaging ,0
hand lotion tube ,0
plastic wrench ,0
non stretchy plastic bag ,0
chocolate wrapper ,0
clean plastic coffee lid ,0
disposable contact lens packaging ,0
plastic fork ,0
bar soap ,0
empty potato chip bag ,0
paper straw ,0
soft tissue bag ,0
doritos bag ,0
disposable plastic cutlery ,0
soiled diaper ,0
skin moisturizer container ,0
chocolate packet ,0
small plastic lid ,0
foam plate ,0
green pink lipstick ,0
blister packaging ,0
metal lid,0
foam wrapper ,0
toothpaste tube ,0
snack wrapper ,0
half full air freshner ,0
wipes plastic bag ,0
baby pouch,0
toothpaste tube ,0
plastic fork ,0
plastic spoon ,0
milk snack wrapper ,0
chewing gum box ,0
plastic fork  ,0
plastic fork ,0
dirty biscuit packet ,0
used sticker ,0
tea bag packet ,0
dirty tissue ,0
wax wrapper ,0
plastic spoon ,0
face mask tube ,0
empty pasta plastic bag ,0
wet wipes ,0
chocolate candy wrapper ,0
seaweed wrapper ,0
blister packaging ,0
plastic shaving razor ,0
nonstretchy plastic bag  ,0
used face mask ,0
used cotton q tip ,0
clean ziploc plastic bag ,0
disposable cutlery ,0
eraser ,0
empty cookie pack ,0
plastic coffee packet ,0
dirty cat water filter ,0
tube body lotion ,0
pop bottle caps ,0
open bag brownie snack ,0
plastic knife ,0
beverage container plastic cap ,0
tube body lotion ,0
plastic plates ,0
pop bottle caps ,0
razor ,0
pop bottle caps ,0
plastic straw ,0
glove ,0
unusable pen ,0
amazon bubble and paper bag ,0
tube body lotion ,0
cotton swabs ,0
chip bag  ,0
plastic spoon ,0
old plastic water bottle ,0
dirty platic fork ,0
babybel wax ,0
plastic plates ,0
small plastic sauce cup ,0
plastic chicken wrap ,0
mixed plastic cookie bag ,0
coffee powder multilayer bag ,0
pop bottle caps ,0
plastic fork ,0
pop bottle caps ,0
strawberry jam small packet ,0
popped baloon,0
plastic spoon ,0
plastic spoon ,0
empty chocolate wrapper ,0
small metal lid ,0
used toothbrush ,0
multilayer snack bag ,0
candy wrapper ,0
used scrub sponge ,0
black duster ,0
dirty diaper ,0
nature valley wrapper ,0
powder spice small bag ,0
pringles canister ,0
hair comb ,0
nonstretchy plastic bag ,0
plastic spoon ,0
clean granola bar packet ,0
salad sauce sachet ,0
steel wool pad ,0
snack wrapper ,0
snack wrapper ,0
some kind of foil and plastic bag,0
bottle cap ,0
salad sauce sachet ,0
non stretchy plastic salad bag ,0
hand gloves ,0
glue container ,0
mask plastic ,0
old pen ,0
toothpick ,0
styrofoam food plate  ,0
hair comb ,0
destroyed dog toy ,0
non stretchy plastic pretzel bag ,0
spearmint drop wrapper ,0
dirty dog pee pad ,0
emapty dental floss plastic container ,0
nonstretchy plastic ,0
nonstretchy plastic bag ,0
emptytoothpaste ,0
chip bag ,0
instant noodles non stretchy plastic bag ,0
multilayer snack bag ,0
used toothbrush ,0
small metal lid ,0
empty chocolate wrapper ,0
plastic spoon ,0
spicy sauce packet ,0
plastic spoon ,0
pop bottle caps ,0
food soiled foil wrapper ,0
compostable spoon ,0
plastic fork ,0
pop bottle caps ,0
dryed bread pack plastic ,0
babybel wax ,0
used toothpaste tube ,0
plastic spoon ,0
scrubber sponge ,0
silica gel packet ,0
rubber band ,0
medium plastic cup lid,0
plastic tapes ,0
powder spice packet ,0
noodles wrappers ,0
pop bottle caps ,0
razor ,0
old dirty sock ,0
granola bar wrapper ,0
brown paper towel ,0
tube body lotion ,0
plastic plates ,0
plastic packaging ,0
small plastic seal ,0
tube body lotion ,0
fridge water filter,0
plastic container ,0
disposable mask ,0
soda plastic lid,0
milk ziploc plastic bag,0
pop bottle caps ,0
clean ziploc plastic bag ,0
small plastic bottle lid,0
eraser ,0
nonstretchy plastic bag  ,0
dipping sauce container ,0
blister packaging ,0
small plastic spoon ,0
blue disposable glove ,0
tea bag packet ,0
plastic spoon ,0
old lamp ,0
disposable covid mask ,0
paper food sleeve ,0
plastic spoon ,0
cigarette butt ,0
plastic fork ,0
plastic spoon ,0
dish towel ,0
piece of chips package ,0
razor refill head ,0
back of stand up pouch of food sauce ,0
pringles chip can ,0
toothpaste tube ,0
dirty nutts bar ,0
toothpaste tube ,0
fruit snack wrapper ,0
snack wrapper ,0
blister packaging ,0
old dish sponge ,0
hazardous nail polish ,0
cleaning tissue ,0
copy of chips bag ,0
snack wrapper ,0
old lipstick ,0
liquid dispenser,0
plastic toothbrush ,0
sensodyne tube ,0
plastic candy wrapper ,0
plastic toy ,0
plastic fork ,0
burrito wrapper ,0
ramen packet ,0
cigarette butt ,0
makeup expired eyeshadow ,0
plastic fork ,0
small plastic container,0
plastic wrapper,0
tea bag packet ,0
peannuts empty sack ,0
non strechy bags nuts ,0
plastic spoon ,0
plastic fork ,0
unusable tape min ,0
blister packaging ,0
choptsticks wrapper ,0
anti wrinkle eye cream tube ,0
coffee plastic lid ,0
chocolate bar wrapper ,0
rubber bands ,0
croissant package ,0
copy of foam wrapper ,0
fruit plastic package ,0
disposable mask ,0
cheese string wrapper ,0
tube body lotion ,0
pop bottle caps ,0
razor ,0
pen ,0
plastic massage ball ,0
plastic chips bag ,0
plastic sodabottle cap ,0
tube body lotion ,0
mesh fruit bag ,0
silica gel packet ,0
cup lid ,0
ruffles bag ,0
plastic plates ,0
used nespresso pod ,0
plastic plates ,0
babybel wax ,0
clean creamer cup ,0
moisturizer bottle ,0
pop bottle caps ,0
pop bottle caps ,0
empty cologne bottle ,0
used razor ,0
plastic fork ,0
frozen food packet ,0
plastic spoon ,0
butter wrapper ,0
dirty plastic spoon ,0
candy wrapper ,0
dish brush ,0
coffee pods ,0
candy wrapper ,0
dirty diaper ,0
used scrub sponge ,0
razor blade refill ,0
empty tissue box ,0
herbal toothpaste tube ,0
nonstretchy plastic bag ,0
twinkies wrapper ,0
straw packaging ,0
pringles canister ,0
bulb light ,0
shirt tag,0
empty cracker package ,0
foil bag ,0
used antifungal cream ,0
snack plastic wrapper ,0
nonstretchy wrap,0
styrofoam food plate  ,0
band aid ,0
nonstretchy plastic bag ,0
stickers ,0
non stretchy plastic clear food bag ,0
sause package plastic ,0
chocolate wrapper foil ,0
clean plastic fork ,0
coffee pods ,0
candy wrapper ,0
foil bar wrapper ,0
plastic spoon ,0
small metal lid ,0
nonstretchy plastic wrap ,0
plastic spoon ,0
small metal lid ,0
plastic pencil ,0
pop bottle caps ,0
plastic spoon ,0
pop bottle caps ,0
plastic plates ,0
babybel wax ,0
used bandaid ,0
roll of packing tape ,0
full toothpaste ,0
vitamin c packet ,0
chemicalcontaminated rock ,0
granola bar wrapper ,0
plastic plates ,0
plastic plates ,0
rubber band ,0
trash ,0
noodle wrap,0
silica gel packet ,0
cup lid ,0
pop bottle caps ,0
plastic plates ,0
cloth facemask clean ,0
tube body lotion ,0
tube body lotion ,0
clean chicken breast plastic packaging ,0
razor ,0
pop bottle caps ,0
small plastic seal ,0
used sugar pack ,0
fries spice bag ,0
chocolate bar wrapper ,0
crumpled chip bag ,0
dead fluorescent light bulb ,0
rubber dishwashing gloves ,0
ripped latex gloves ,0
blister packaging ,0
used aluminum coffee pod ,0
plastic fork ,0
plastic spoon ,0
water filter plastic cover ,0
cigarettebutt ,0
tea bag packet ,0
plastic knifes,0
plastic used toothbrush ,0
front of chips bag ,0
used pill container ,0
styrofoam deli package ,0
plastic fork ,0
bloody vacuum seal bag ,0
foam food container,0
cigarette butt ,0
toothpaste tube ,0
dirty plastic sauce packet ,0
sweet potatoe package ,0
dental floss container ,0
ripped foil wrapper ,0
snack wrapper ,0
toothpaste tube ,0
fruit snack wrapper ,0
empty small dip plastic container with food remains ,0
electronic teeth whitener ,0
leftover bottle caps ,0
metal mixed wrapping ,0
styrofoam takeout container ,0
kitchen brush ,0
snack wrapper ,0
used toothbrush,0
snack wrapper ,0
bulb ,0
dirty styrofoam food container ,0
plastic fork ,0
clean plastic food bag ,0
plastic spoon ,0
plastic teacup lid ,0
bread tag ,0
toothpaste tube ,0
brown rice pasta package ,0
used mask ,0
empty biscuit wrapper ,0
cardboard food packaging with plastic window ,0
ice cream wrapper ,0
empty ketchup sachet ,0
apple candy wrapper ,0
eraser ,0
piece of plastic gutter ,0
very small piece of plastic ,0
blister packaging ,0
styrofoam container ,0
transparent plastic wrap ,0
empty chocolate ,0
nonstretchy plastic wrap ,0
plastic straw ,0
razor ,0
tube body lotion ,0
plastic plates ,0
stamped plastic wrapping ,0
pop bottle caps ,0
broken pen,0
tissue box with plastic window ,0
disposable mask ,0
washing cleaner ,0
plastic plates ,0
chips plastic packaging ,0
plastic plates ,0
dryer sheet ,0
nonstretchy bag,0
noodles spice non stretchy bag ,0
clean plastic comb ,0
styrofoam meat package ,0
plastic spoon ,0
clean cardboard tissue box ,0
plastic hotdog packaging ,0
plastic cutlery ,0
pop bottle caps ,0
beets plastic package ,0
pop bottle caps ,0
plastic spoon ,0
foil lid ,0
used candy wrapper ,0
dirty food foil wrapper ,0
plastic cup and lid,0
hair comb ,0
empty fruit bag ,0
used sponge ,0
expired pill ,0
nonstretchy chips bag,0
back of stand up pouch of croquettes ,0
copy of coffee pods ,0
old plastic spoon ,0
lotion tube ,0
salad sauce sachet ,0
toothpaste ,0
lemon candy wrapper ,0
broken hose,0
nonstretchy plastic bag ,0
toothpaste ,0
salad sauce sachet ,0
toilet brush ,0
used plastic knife ,0
toothbrush ,0
mustard plastic lid,0
plastic label on container ,0
rusty nail construction demo ,0
styrofoam take out food container ,0
chocolate bar packaging ,0
empty chocolate candy wrapper ,0
hair comb ,0
plastic wrapper ,0
used dish sponge ,0
old socks ,0
foil lid ,0
plastic spoon ,0
pop bottle caps ,0
pop bottle caps ,0
used plastic sticker ,0
packaging styrofoam ,0
black green dirty toothbrush ,0
small plastic lid ,0
plastic spoon ,0
plastic cutlery ,0
plastic bag ,0
paper food container ,0
plastic spoon ,0
glass bottle of liquid makeup dispenser ,0
tea bag packet ,0
reusable dish cloth,0
granola bar wrapper ,0
cheese packet ,0
babybel wax ,0
nonstretchy chicken breast plastic bag,0
disposable mask ,0
thing used to close bags of bread,0
empty yogurt cup ,0
tube body lotion ,0
pop bottle caps ,0
small yogurt plastic lid ,0
nonstretchy sphagetti wrap,0
plastic plates ,0
multilayer pretzel bag ,0
pop bottle caps ,0
plastic straw ,0
bacon packaging ,0
blister packaging ,0
plastic fork ,0
eraser ,0
plastic knife and fork,0
greasy meat plastic ,0
small snack wrapper ,0
plastic fork ,0
ice cream wrapper ,0
chips bags ,0
dirty toothbrush ,0
toothpaste tube ,0
plastic fork ,0
icheban package ,0
used nescafe pods ,0
dirty tissue ,0
plastic medicine ,0
plastic spoon ,0
plastic fork ,0
food spice tube ,0
clean plastic food bag ,0
snack wrapper ,0
bulb ,0
toothpaste tube ,0
used coffee pod ,0
snack wrapper ,0
cleaning pad ,0
plastic knife ,0
resealable cheese bag ,0
empty toothpaste tube ,0
nail filer,0
plastic napkin wrapper ,0
multilayer chip bag ,0
clean plastic part of bottle ,0
usable mechanical pencil ,0
blister packaging ,0
snack wrapper ,0
plastic coffee lid ,0
wire scourer ,0
plastic qtip ,0
plastic spoon ,0
toothpaste tube ,0
bag of individual pizza ,0
plastic fork ,0
used mask ,0
old running shoe ,0
plastic fork ,0
piece of electrical wire ,0
plastic ramen packet ,0
clear wrapper ,0
spent soap ,0
fruit sleeve ,0
paper filter tip ,0
plastic soap dispenser,0
dirty plastic sauce pouch ,0
nonstretchy plastic and foil bag,0
dirty furnace filter ,0
chicken case ,0
blister packaging ,0
plastic plates ,0
disposable mask ,0
pop bottle caps ,0
tube body lotion ,0
tube body lotion ,0
razor ,0
pop bottle caps ,0
rubber tube ,0
disposable mask ,0
tube body lotion ,0
instant noodles multilayer bag ,0
plastic food bag ,0
dirty small plastic object,0
pop bottle caps ,0
plastic plates ,0
babybel wax ,0
non stretchy food bag ,0
bag of ketchup flavored chips ,0
rice krispies wrapper ,0
plastic snack bag ,0
powder spice sachet ,0
empty sausage packet ,0
plastic spoon ,0
tablet aluminum sheet ,0
plastic spoon ,0
small metal lid ,0
dog food bag ,0
used wipe ,0
multilayer popcorn bag ,0
dirty qtip ,0
pop bottle caps ,0
instant pad thai vegetable packet ,0
nasal spray glass bottle ,0
dirty food foil wrapper ,0
clean cotton swab ,0
plastic forks,0
plastic wrapper ,0
nonstretchy bag of rice ,0
used sponge ,0
rice snack non stretchy plastic bag ,0
coffee pods ,0
toothbrush ,0
lotion tube ,0
snack wrapper ,0
cheese plastic bag ,0
hair mask tube ,0
salad sauce packet ,0
salad sauce sachet ,0
sauseplastic ,0
styrofoam take out food packaging ,0
plastic tea wrapper ,0
nonstretchy plastic wrap ,0
nonstretchy plastic bag ,0
salad sauce sachet ,0
teabag wrapper ,0
salad sauce packet ,0
styrofoam cup ,0
small cup lid ,0
lotion tube ,0
toothbrush ,0
dish scraper ,0
candy wrapper ,0
dirty shampoo bottle ,0
cough drop package ,0
plastic wrapper ,0
styrofoam take out food container ,0
nonstretchy turkey breast plastic bag,0
plastic syringe,0
used toothpaste ,0
multilayer snack bag ,0
nonstretchy plastic ,0
snack plastic wrapper ,0
pop bottle caps ,0
chocholate plastic wrapping ,0
small metal lid ,0
plastic spoon ,0
non stretchy seaweed bag ,0
plastic spoon ,0
shoe polish ,0
small drink ticket made of paper ,0
cleaning sponge dirty ,0
balloon ,0
face wash tube ,0
tissue packaging ,0
plastic spoon ,0
rubber band ,0
plastic spoon ,0
soap package ,0
plastic plates ,0
babybel wax ,0
plastic candy packets ,0
purple dental floss ,0
protein package ,0
tube body lotion ,0
dental floss and pick ,0
disposable mask ,0
dishwasher detergent bag ,0
foam meat container,0
non stretchy plastic for packaging ,0
tube body lotion ,0
dirty styrofoam container ,0
pop bottle caps ,0
pop bottle caps ,0
disposable mask ,0
plastic plates ,0
tube body lotion ,0
blister packaging ,0
empty chocolate wrappers ,0
old dirty scarf ,0
small snack wrapper ,0
fries plastic bag ,0
plastic fork ,0
used mask ,0
dead marker ,0
polystyrene ,0
toothpaste tube ,0
dirty bacon plastic wrap ,0
used mask ,0
hand soap ,0
used qtip ,0
plastic fork ,0
plastic spoon ,0
shiney bag ,0
broken plastic and metal hardware,0
tea bag packet ,0
plastic spoon ,0
snack wrapper ,0
blister packaging ,0
toothpaste tube ,0
bulb ,0
disposable fork ,0
empty vitamin pack ,0
blue styrofoam ,0
razor cartidge ,0
protein bar wrapper ,0
empty snack wrapper ,0
dirty metal lid ,0
toothpaste tube ,0
broken plastic comb ,0
toothpaste tube ,0
plastic bag clip ,0
used chapstick ,0
used bandaid ,0
blister packaging ,0
purple happy birthday ballon ,0
toothpaste tube ,0
plastic noodle wrapper ,0
blister packaging ,0
plastic spoon ,0
plastic fork ,0
non stretchy instant noodles bag ,0
brake pad ,0
earbud case,0
old toothpaste tube ,0
plastic fork ,0
dirty styrofoam plate ,0
plastic spoon ,0
covid mask ,0
yogurt container seal ,0
plastic spoon ,0
plastic biscuit wrapper ,0
silica gel bag ,0
plastic fork ,0
salad sauce multilayer sachet ,0
empty ham container ,0
sticker ,0
small powder spice bag ,0
teabag ,0
cheese packet  ,0
piece of broken glass ,0
small sugar pack,0
tube body lotion ,0
pop bottle caps ,0
plastic plates ,0
tube body lotion ,0
pop bottle caps ,0
dish sponge ,0
nespresso pods ,0
disposable mask ,0
pop bottle caps ,0
dirty plastic packet of sauce ,0
granola bar wrapper ,0
lysol wipe ,0
chocolate snack wrapper ,0
expired food packet ,0
plastic plates ,0
half used tooth paste ,0
fruit mesh bag,0
unused contact lens ,0
front of multilayer salad sauce sachet ,0
perfume bottle ,0
steel barbican cap ,0
used coffee k cup ,0
yogurt cup lid ,0
small chocolate snack wrapper ,0
used sticky roller ,0
instant noodles spice small packet ,0
plastic lip chap ,0
plastic fork and plastic knife ,0
pop bottle caps ,0
plastic spoon ,0
plastic apple bag ,0
plastic spoon ,0
old socks ,0
lip balm tube ,0
light bulb ,0
dirty rag ,0
sweets wrapping ,0
empty dirty plastic ,0
straw wrapper ,0
vape juice container ,0
cleaning tissue,0
used syringe ,0
sponge ,0
snack wrapper ,0
plastic lid ,0
styrofoam cup ,0
cotton ball ,0
toothpaste ,0
toothpaste ,0
styrofoam cup ,0
brown plastic chips bag ,0
dishwasher pod bag ,0
plastic lid ,0
snack wrapper ,0
snack wrapper ,0
dirty seaweed plastic container ,0
drier lint ,0
sponge ,0
glass light bulb ,0
mechanical pencil ,0
bike tire sealant ,0
pain relief cream tube ,0
hair comb ,0
sanitation wipes package ,0
non stretchy plastic shrimp bag ,0
sausage packaging ,0
plastic hair comb ,0
dirty rag ,0
light bulb ,0
waste chocolate bar wrapper min ,0
lip balm tube ,0
plastic spoon ,0
small plastic container ,0
reusable plastic food packing ,0
plastic apple bag ,0
plastic spoon ,0
